stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,4.09,0,0,0,0,16.35,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,8.56,0,0,0,0,0,0,1.07,0,0,0,0,0,0,5.35,24.61,4.28,0,1.07,0,0,56.7,4.28,0,0,0,6.42,0,0,0,0,0,0,4.28,0,0,0
21Day,6.69,2.68,0,8.03,1.34,0,0,0,8.03,0,0,10.71,18.74,0,0,1.34,30.79,0,0,0,0,0,22.76,1.34,0,0,0,1.34,1.34,0,1.34,0,0,1.34,1.34,0,0,2.68
3Month,0.32,27.2,0.64,10.88,0,0.32,0.64,1.92,23.68,0,9.28,465.21,4.16,1.92,0.32,5.44,61.75,6.08,1.28,0,1.28,1.92,1.6,0.32,0.64,0.32,0,0,0.64,0.64,23.04,0,0.32,0,0,1.6,5.12,39.67
22Month,1.09,20.77,0,4.92,0,0,0,0.55,50.29,0.55,23.51,186.96,16.95,0,0.55,2.19,179.3,4.37,0,2.19,0.55,0,3.28,0,0.55,0,0.55,0,0,0,13.12,0.55,0,0,0,1.09,0,33.35
