stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,0,16.35,0,0,0,0,0,0,0,0,0,0,0,322.83,0,8.17,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,1.07,0,26.74,1.07,13.91,0,0,4.28,0,0,0,0,0,2.14,2229.44,0,19.26,0,1.07,0,0,96.28,36.37,0,0,24.61,0,0,3.21,1.07,0,0,0
21Day,1.34,0,0,107.08,1.34,2.68,0,0,0,0,0,0,9.37,1.34,6.69,104.41,0,10.71,0,0,4.02,0,9.37,2.68,0,1.34,6.69,0,1.34,0,0,0,0,0
3Month,0.32,4.8,0.32,105.26,0,0,0.32,0.32,1.6,0,3.84,1.6,1.28,1.6,2.24,3.52,1.6,13.44,0.32,0,1.28,0.64,3.2,0,1.92,0.32,0.32,0.32,5.76,0,0,4.48,1.6,1.92
22Month,0,9.29,0,46.47,0,0,0.55,0,4.92,2.19,16.4,1.09,1.64,0,0,1.64,1.64,20.77,0.55,1.09,0.55,0,6.01,0.55,1.09,0,0,0.55,12.57,0,0.55,0.55,0,0
