stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,24.52,0,0,12.26,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,0,5.35,0,0,0,0,0,0,0,0,1.07,4.28,2.14,1.07,0,0,0,4.28,13.91,0,0,3.21,0,0,1.07,0,0,0,0
21Day,2.68,1.34,1.34,16.06,14.72,0,4.02,0,0,0,0,1.34,2.68,2.68,13.39,4.02,10.71,0,0,0,5.35,1.34,1.34,0,4.02,1.34,0,0,0,0,0,0
3Month,0,0.32,1.92,5.76,0,0.32,0.96,0.64,1.28,15.36,1.28,1.28,8.64,0,3.2,1.6,2.24,0,1.28,1.28,0,0,0,0.64,0,0.96,8.96,0,0.96,1.28,2.88,1.6
22Month,0,0.55,1.09,2.73,0,0.55,0.55,1.64,2.19,21.87,0,0,2.73,0,0.55,4.92,2.19,1.64,0.55,0,0,0,0.55,0,0,0,0,0.55,0,0,0,0
