stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,0,0,0,0,44.95,220.67,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,102.7,14.98,1.07,50.28,5.35,88.79,3.21,0,2.14,0,0,0,3.21,0,18.19,162.61,4.28,93.07,0,10.7,9.63,0,11140.8,1281.61,2.14,5.35,0,131.58,2.14,0,85.58,10.7,14.98,11.77,0,0
21Day,6.69,1.34,1.34,30.79,4.02,54.88,2.68,0,0,0,5.35,2.68,9.37,4.02,4.02,13.39,6.69,30.79,0,1.34,9.37,0,1535.3,184.72,0,0,0,22.76,44.17,0,25.43,9.37,6.69,1.34,0,12.05
3Month,0.32,0,0,1.6,0.64,0,0,0.32,0.32,0,2.24,1.28,0.32,0.96,0,0,0.64,0.96,0.32,0,0.64,0.32,1.92,3.52,0.64,0,0,0,0.32,17.92,0.64,0,0,0,19.52,0
22Month,0,0,0,0.55,2.73,0,0,1.64,0,0.55,13.12,0,0.55,1.09,0,1.09,0.55,1.09,0,0,1.09,0,1.09,0.55,0.55,0,0.55,0,0,19.13,0.55,0,0,0,0,0.55
