stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,3.21,3.21,0,1.07,0,0,0,0,0,0,1.07,7.49,1.07,3.21,0,0,0,727.46,24.61,2.14,0,17.12,0,1.07,3.21,0,1.07,0,0,0,0
21Day,14.72,0,0,8.03,21.42,0,0,0,1.34,0,1.34,2.68,0,1.34,8.03,1.34,12.05,0,2.68,0,750.92,9.37,1.34,1.34,5.35,22.76,0,4.02,2.68,2.68,4.02,0,0,1.34
3Month,0,0.32,0.32,4.48,0,0.32,0,1.28,0.64,6.72,0.96,0.32,3.84,0.96,1.28,1.28,1.28,0,0.64,1.28,5.76,1.28,7.68,0,0.32,1.6,24.32,0.64,0,0,0,0.32,178.21,3.2
22Month,0.55,1.64,0,2.73,0,0.55,0,1.09,1.64,40.45,1.09,0.55,4.37,0,2.19,1.64,1.09,1.64,1.09,0.55,7.65,0.55,14.76,0,1.09,0,20.23,1.09,0,0,0,0,1.64,1.64
