stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,28.6,0,0,0,0,0,98.07,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,0,0,0,0,0,1.34,0,0,0,0,0,0,0,1.34,156.61,0,0,5.35,0,12.05,1.34,0,1.34,0,9.37,4.02,0,0,1.34,1.34,1.34,0,0,0
3Month,0.64,3.52,0.64,48.63,0.32,3.84,0.32,59.19,6.72,47.35,0.64,61.11,16.96,1.6,16.32,2.88,79.67,19.52,1346.03,298.51,0.96,19.52,5.12,14.4,0.96,4.16,0.96,0,4.48,7.36,32.95,1.6,0.64,0,0.64,6.08,9.28,12.16
22Month,1.09,8.2,3.83,39.91,0,8.75,0,56.85,3.83,27.33,1.64,90.74,5.47,2.73,13.12,0,53.03,9.84,1466.67,24.05,1.64,16.4,0,10.93,0,1.64,4.37,1.64,1.09,2.19,6.01,3.83,1.09,0,0,3.28,0,6.56
