stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,16.35,4.09,0,0,0,0,0,0,0
72hpf,0,0,5.35,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,3.21,2.14,3.21,0,0,0,0,0,0,0
21Day,1.34,0,2.68,0,0,0,0,1.34,0,0,0,0,0,1.34,0,0,0,16.06,0,5.35,0,1.34,4.02,0,0,0,0
3Month,0,0.96,3.52,0.96,0,0,0,5.76,0,0,0.96,1.28,0.32,2.56,0.96,0,0,0.64,0,11.2,0,0,0.32,3.2,1.92,0.32,1.92
22Month,0,1.64,2.19,0,2.73,1.09,0,25.15,0.55,0.55,1.64,0,2.73,3.83,0.55,0.55,1.09,1.64,0,15.31,1.09,0,0,2.19,2.19,0,0
