stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,7.49,0,2.14,0,0,5.35,5.35,0,0,1.07,1.07,0,3.21,2.14,0,0,0
21Day,0,0,0,34.8,0,0,0,0,0,0,0,1.34,0,0,5.35,0,12.05,12.05,1.34,0,0,0,0,2.68,2.68,0,0,0,0,0,0,0,0,0,0
3Month,0,1.28,0.32,90.87,0.64,0.64,0.32,0.32,3.2,1.92,0,29.44,2.24,0,97.58,8,2.24,4.48,2.56,1.92,0,2.56,5.76,0.96,0.32,0.32,0.32,0,1.6,3.52,0,0,2.24,0.96,1.6
22Month,1.09,2.19,3.28,64.51,0,0,0,0,9.29,2.19,2.73,289.18,1.09,0.55,262.39,2.19,1.09,7.65,2.73,0.55,7.11,3.28,1.09,0,0,0.55,1.09,0.55,0,1.64,1.64,0,0,0,1.09
