stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,388.21,8.17,12.26,4.09,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,24.61,1.07,1.07,0,0,0,0,0,0,0,0,0,652.57,48.14,5.35,6.42,0,0,6.42,0,21.4,17.12,0,0,2.14,0,0,3.21,0,0,0,0,0
21Day,10.71,0,2.68,133.85,0,16.06,0,0,1.34,0,0,1.34,0,12.05,0,863.35,22.76,9.37,21.42,0,0,0,0,18.74,20.08,0,0,8.03,9.37,0,1.34,1.34,2.68,1.34,0,12.05
3Month,0,1.28,0.64,69.75,0,0,0.64,0.32,0.64,7.68,0,10.24,21.12,1.6,7.68,104.3,5.44,7.36,1.6,0.32,0,0.64,0.32,0.32,0,1.6,0.32,0,1.6,3.84,0,0.32,0,0,2.24,19.84
22Month,0,2.73,0,82,0,0,3.28,3.28,1.09,9.84,0.55,24.6,4.92,2.19,4.37,96.76,3.83,9.84,0.55,0,3.83,0.55,0.55,1.09,0.55,0,0,0,0,1.64,0.55,0,0,0,0,14.76
