stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,8.17,0,0,0,0,4.09,89.9,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,4.28,1.07,1.07,0,0,0,0,0,1.07,0,2.14,0,1.07,4.28,1.07,10.7,0,1.07,0,0,24.61,58.84,0,0,0,6.42,1.07,0,7.49,1.07,0,0,0,0
21Day,6.69,0,0,6.69,0,0,0,4.02,0,0,0,4.02,0,4.02,0,1.34,2.68,1.34,0,0,1.34,0,0,10.71,2.68,0,0,0,2.68,1.34,2.68,0,0,2.68,0,0,1.34
3Month,0,1.92,1.92,16.96,0,0,0.64,0,1.92,5.12,0,44.15,6.4,0.96,10.24,3.52,4.8,5.76,7.68,2.56,0,3.2,1.6,1.92,0.96,0.96,1.28,0,0.32,3.52,262.04,0.64,0,0,2.88,1572.23,4.8
22Month,0.55,0.55,1.64,3.83,0,0,0,0.55,1.09,2.73,1.09,55.76,1.09,1.09,7.11,0.55,0.55,2.19,6.01,0.55,1.64,0.55,0,0,0,0,0,0.55,0,0.55,76.53,0.55,0,0,0,10.39,1.64
