stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,8.17,0,175.72,518.97,0,0,0,0,0,0,0,0
72hpf,26.74,8.56,0,14.98,6.42,21.4,0,0,0,0,0,1.07,11.77,31.02,2.14,18.19,0,3254.3,878.3,41.72,0,0,28.88,1.07,2.14,4.28,0
21Day,2.68,0,1.34,17.4,1.34,24.09,8.03,1.34,1.34,1.34,2.68,4.02,0,10.71,4.02,8.03,2.68,836.58,219.52,13.39,22.76,0,6.69,1.34,8.03,1.34,2.68
3Month,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.32,0,0,0.96,0,0,0.32,0,0,0,0,0
22Month,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0
