stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,110.33,24.52,0,8.17,0,0,0,0,0,0,0,0,0,0,0,16.35,20.43,649.74,0,0,0,392.29,1250.44,8.17,0,0,73.56,0,0,0,0,0,0,0,0,0
72hpf,102.7,13.91,0,43.86,14.98,99.49,0,0,6.42,0,0,0,1.07,0,23.54,135.86,8.56,143.35,0,4.28,2.14,12363.58,1619.66,1.07,4.28,0,161.54,7.49,2.14,74.89,4.28,13.91,5.35,0,0,0
21Day,103.07,1.34,8.03,97.71,6.69,62.91,16.06,0,0,0,4.02,4.02,13.39,12.05,8.03,53.54,30.79,168.66,1.34,0,8.03,3292.79,908.86,1.34,8.03,0,49.53,60.23,1.34,26.77,8.03,36.14,2.68,2.68,1.34,9.37
3Month,0.32,0.32,0,5.44,0.32,0,0,0.64,0.64,0,5.76,0.32,0.32,2.56,0.32,1.6,0.64,2.88,0.64,0,0,89.27,8.64,0.64,0,0,0.32,0.32,6.08,0.32,0,0,0,0,15.68,2.88
22Month,0.55,0,0,3.28,0,0,0,1.64,1.64,3.28,122.45,1.09,0,4.92,1.09,0.55,2.73,1.64,0,1.09,0.55,39.36,3.83,1.64,0.55,4.37,0,0.55,13.12,0,0.55,0,0,0,0,0
