stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,4.09,0,0,44.95,0,0,0,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,4.28,0,7.49,0,3.21,0,0,0,0,0,0,0,0,0,0,0,22.47,13.91,0,52.42,0,0,0,1.07,28.88,24.61,0,5.35,0,22.47,2.14,2.14,77.02,0,7.49,0,0,0
21Day,5.35,1.34,0,9.37,0,2.68,0,0,0,1.34,0,1.34,0,0,0,0,5.35,1.34,6.69,1.34,8.03,0,0,5.35,4.02,10.71,14.72,1.34,1.34,0,1.34,2.68,4.02,37.48,1.34,4.02,4.02,0,1.34
3Month,0.96,5.44,0.96,95.66,0,0,0.32,0,0.32,44.47,1.28,0.32,0,10.88,2.56,0.32,3.2,2.24,1.92,2.88,10.24,0.96,0,20.48,49.59,2.24,1.6,2.88,0.32,0,0.32,1.92,70.39,1.6,0,0.32,112.3,41.27,2.24
22Month,1.64,9.84,2.19,92.93,1.64,0,0,1.09,0,30.07,4.37,2.73,0,34.44,0.55,0.55,5.47,0.55,2.73,2.73,2.73,0,0.55,15.31,4.92,2.19,2.73,1.64,1.64,0.55,0,1.09,50.29,1.64,0,0,12.03,0,0.55
