stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,126.24,1.07,3.21,0,0,0,0,0,0,0,0,0,0,9.63,24.61,1.07,0,0,0,0,0,9.63,10.7,4.28,0,0,4.28,0,0,2.14,1.07,0,0,0,0
21Day,2.68,1.34,1.34,195.43,0,6.69,0,2.68,0,0,0,0,5.35,0,1.34,2.68,0,20.08,13.39,4.02,0,0,0,1.34,13.39,2.68,13.39,0,0,1.34,8.03,0,1.34,0,8.03,0,0,1.34
3Month,0.96,8.64,12.16,1310.83,0.32,0,18.56,0,0.32,209.57,13.12,0,89.27,15.04,0.64,151.98,6.4,146.22,60.47,13.12,2.88,0.64,10.56,4.8,1.92,0.32,131.5,1.28,0,5.44,34.87,45.75,0.32,0,0,19.52,35.51,29.76
22Month,1.64,13.12,18.59,5139.65,0.55,0,39.36,8.75,0,183.13,102.77,9.84,196.25,18.04,1.64,211.56,2.19,53.03,62.87,43.73,0.55,6.01,15.85,1.09,25.69,8.75,162.9,1.09,0.55,2.73,8.2,25.69,3.83,18.04,0,1.09,0,3.28
