stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,1.07,3.21,1.07,18.19,0,0,2.14,0,9.63,21.4,0,0,0,16.05,0,0,2.14,2.14,0,0,0
21Day,5.35,0,0,13.39,1.34,0,0,0,0,0,0,2.68,0,0,30.79,1.34,2.68,9.37,29.45,0,0,9.37,0,8.03,5.35,0,0,0,13.39,2.68,0,2.68,2.68,0,0,1.34
3Month,0.96,4.48,3.2,20.48,0.64,0,2.88,0.32,4.8,8,0,263,4.16,1.28,432.25,7.68,7.68,41.27,110.06,47.99,0,14.4,15.04,2.24,0.64,1.6,3.52,0,0.64,6.72,22.72,0,0.96,4.8,42.23,4.8
22Month,0.55,13.12,7.65,21.32,0,0,3.83,0.55,14.76,4.92,2.19,488.71,0.55,2.73,605.15,6.56,3.83,38.81,66.15,4.37,6.01,22.96,0.55,1.64,0,3.28,2.73,0.55,1.64,1.09,18.04,0.55,0.55,2.73,0,2.19
