stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,12.26,81.73,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,3.21,0,0,0,0,0,0,0,0,0,1.07,8.56,2.14,8.56,0,0,0,0,37.44,10.7,0,1.07,0,2.14,0,0,0,0,0,0,0,0
21Day,4.02,1.34,0,38.82,4.02,0,1.34,0,1.34,0,2.68,1.34,8.03,0,1.34,26.77,4.02,14.72,0,0,1.34,0,21.42,13.39,0,0,0,13.39,2.68,1.34,0,1.34,2.68,0,0,4.02
3Month,0,0.32,0.32,13.76,0,0.32,0,0.64,0.96,0,17.92,5.12,0.32,6.72,0.32,5.76,0.96,1.92,0.32,0.32,0.64,0.32,0.96,0,0.64,0.32,0,0.32,1.28,2.24,0,0,0,0.32,0.32,4.8
22Month,0,2.19,1.09,7.65,0,1.09,0,1.64,4.92,1.09,113.16,15.85,1.64,22.96,0,3.28,7.11,13.12,1.09,6.01,1.64,0,0,0.55,3.28,0,1.64,0,1.09,1.64,0.55,0,0,1.09,0,6.01
