stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,44.95,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,0,0,621.13,4.09,0,0,0,0,8.17,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,28.88,0,4.28,0,1.07,0,0,0,37.44,0,0,0,5.35,0,0,9.63,422.57,10.7,0,0,1.07,0,12.84,6.42,0,0,0,4.28,0,0,0,1.07,0,0,0,0,0
21Day,4.02,0,2.68,128.5,1.34,10.71,0,2.68,0,58.9,0,1.34,9.37,141.88,1.34,2.68,30.79,322.59,21.42,0,0,58.9,0,9.37,9.37,0,0,0,5.35,16.06,0,0,1.34,0,1.34,0,0,72.28
3Month,0.32,9.92,1.6,102.06,0,0,3.2,0.32,3.52,575.91,0,20.16,218.21,13.76,12.8,6.08,7.04,169.57,5.12,1.6,0.32,370.5,5.76,1.28,0,0.96,0.96,0,0.32,6.08,0.64,9.6,0.64,0.64,0,3.52,2.56,65.59
22Month,5.47,15.85,2.19,95.66,0,0,21.32,0.55,3.83,2102.43,3.28,88.56,74.35,37.72,14.21,1.64,4.37,449.9,7.65,0,3.83,224.68,0,1.09,1.09,3.28,5.47,3.83,0,4.92,0,14.21,4.37,1.64,0,1.09,0,53.03
