stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,20.43,4.09,0,0,0,4.09,28.6,237.01,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,8.56,1.07,0,3.21,0,1.07,0,2.14,14.98,9.63,1.07,0,0,4.28,0,0,0,0,0,0,0
21Day,13.39,4.02,0,24.09,2.68,1.34,0,1.34,0,0,0,5.35,0,1.34,1.34,2.68,10.71,2.68,14.72,0,2.68,4.02,0,12.05,8.03,0,0,0,8.03,2.68,0,1.34,0,0,0,0
3Month,0,0.64,0.96,8,0.64,0,0,0,2.88,3.2,0,55.03,1.92,0.32,16,2.56,3.2,4.16,4.16,0.64,0,1.6,2.88,0,0,1.28,0.32,0,0,2.88,1.92,0.32,0,1.28,0.96,2.24
22Month,0,5.47,3.28,15.85,0,0,0.55,0,3.83,9.29,7.11,101.68,2.19,0.55,26.79,1.09,1.64,6.01,9.29,0,4.92,4.92,0.55,0.55,0,2.19,1.09,0.55,0,0.55,1.09,1.09,1.09,0.55,0,0.55
