stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0
72hpf,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,7.49,2.14,0,1.07,0
21Day,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,4.02,1.34,1.34,0,0
3Month,0,0,0.64,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0
22Month,1.09,0.55,1.64,0,1.09,0.55,2.73,0.55,34.44,3.83,0.55,3.28,0.55,3.28,0.55,0.55,0.55,0,1.09
