stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,36.78,0,0,12.26,0,0,0,0,0,0,0,0,12.26,4.09,24.52,0,0,0,0,16.35,232.93,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,2.14,2.14,0,0,0,0,1.07,0,0,0,12.84,14.98,2.14,2.14,0,2.14,0,0,28.88,16.05,0,0,0,1.07,4.28,1.07,0,0,0,0,0,0
21Day,1.34,0,1.34,10.71,0,0,1.34,0,1.34,0,2.68,0,1.34,1.34,2.68,0,1.34,1.34,0,1.34,1.34,0,6.69,2.68,0,0,0,6.69,2.68,1.34,2.68,1.34,1.34,0,0,0
3Month,0,0.32,0.32,6.08,0,0,0,0.96,1.92,0,16.64,1.28,0,7.68,1.6,3.84,1.28,2.56,0.32,0,0.96,1.6,0.32,0,1.28,0,0,0,1.6,66.55,0.32,0,0,2.24,3.52,1.92
22Month,0.55,1.09,1.64,7.65,0,0,0,0.55,2.73,16.95,73.8,2.19,0.55,15.85,0,0.55,10.39,6.56,0.55,2.19,1.09,0,0.55,1.09,0.55,0.55,0.55,0,0,17.49,0,0,0,0,0,0.55
