stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,44.95,0,0,0,0,8.17,294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,34.23,14.98,0,19.26,10.7,18.19,0,0,0,0,0,0,0,1.07,2.14,44.93,48.14,5.35,80.23,0,5.35,0,0,3045.7,109.12,2.14,5.35,0,48.14,1.07,0,0,32.09,21.4,29.95,4.28,0,0,0
21Day,18.74,1.34,2.68,145.9,4.02,32.12,0,1.34,0,0,0,6.69,0,13.39,16.06,29.45,54.88,6.69,186.06,0,0,38.82,0,1027.99,77.63,9.37,9.37,0,36.14,44.17,0,4.02,30.79,38.82,135.19,2.68,1.34,0,9.37
3Month,0,1.28,0.64,35.19,0,0,0,0,0,2.24,0,6.08,11.84,0,5.12,1.92,0.96,0.64,20.16,4.16,0,1.28,0.96,2.88,0.32,1.92,0,0,0,0.32,0.32,16.96,0.64,0,0,0.32,0.96,2.88,1.28
22Month,0,2.19,1.64,40.45,0,0,1.09,0,1.09,22.41,1.64,46.47,3.83,2.73,5.47,2.19,2.73,4.92,27.33,1.09,0.55,1.64,0,4.92,0,4.92,0.55,1.09,0,0,0,8.75,3.28,2.19,0,0,0,0,1.09
