stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,8.17,4.09,36.78,28.6,0,0,0,8.17,4.09,249.27,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,4.28,49.21,1.07,0,0,0,0,0,0,0,0,0,10.7,1.07,4.28,0,2.14,0,35.3,12.84,3.21,0,0,0,10.7,1.07,0,0,0,0,0,0,0
21Day,0,0,0,17.4,81.65,0,0,0,1.34,0,0,0,1.34,0,1.34,13.39,1.34,13.39,0,0,0,13.39,5.35,1.34,2.68,0,0,18.74,2.68,0,2.68,5.35,0,0,0,0
3Month,0.64,1.6,0.96,30.08,27.84,0,0.96,2.24,4.48,0,138.86,6.72,0.96,10.24,2.88,8.64,5.44,32.31,1.28,1.6,3.52,442.81,1.6,0.32,5.76,0.32,0,0.64,3.52,11.84,0.32,0,0.96,6.72,10.24,3.2
22Month,0.55,0.55,2.73,18.04,17.49,0,4.37,2.19,14.21,3.28,684.41,6.56,3.83,10.39,2.19,6.56,7.65,61.23,0,70.52,4.92,31.71,0.55,0,10.39,4.37,1.09,0,0.55,9.29,1.09,0,0,7.65,0,2.73
