stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,4.09,0,0,0,8.17,134.85,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,32.09,0,0,0,0,0,0,0,0,0,0,0,53.49,5.35,0,7.49,0,2.14,1.07,116.61,67.4,0,0,6.42,0,0,6.42,0,0,0,0,0,0
21Day,1.34,0,2.68,157.95,8.03,0,1.34,13.39,0,0,0,2.68,0,1.34,4.02,5.35,21.42,2.68,9.37,0,0,1.34,42.83,14.72,0,0,4.02,4.02,2.68,0,1.34,1.34,1.34,0,0,2.68
3Month,0.32,0.64,2.56,111.98,0,0.96,0.64,112.3,1.92,0,0,16,1.92,0.96,3.84,1.6,4.8,2.56,3.52,0.32,0.32,2.24,0.96,0,0.32,1.28,0,1.6,8.32,0.32,0,0,0,0.96,14.4,2.24
22Month,1.09,1.09,59.04,97.3,0,2.73,1.09,85.28,4.37,2.73,0,103.32,4.92,0.55,9.84,1.09,0.55,10.93,11.48,0.55,2.19,0.55,0.55,0.55,0.55,0,0,0.55,10.93,0.55,0,0,0,0.55,0,2.19
