stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,118.51,20.43,0,216.58,4.09,0,0,4.09,0,4.09,0,4.09,0,0,4.09,0,36.78,110.33,212.49,367.78,0,0,0,0,138.94,1593.7,20.43,0,49.04,0,0,0,0,0,0,20.43,0,0,0
72hpf,79.16,20.33,0,110.19,24.61,37.44,0,2.14,0,4.28,0,0,0,0,11.77,0,52.42,277.08,25.67,200.05,0,9.63,9.63,3.21,2983.65,1247.38,8.56,4.28,154.05,2.14,0,0,73.82,38.51,23.54,10.7,0,0,0
21Day,91.02,18.74,10.71,554.15,17.4,129.84,0,58.9,4.02,17.4,0,0,6.69,12.05,224.87,33.46,32.12,250.31,105.74,291.8,0,1.34,21.42,0,1003.9,338.65,17.4,21.42,105.74,52.2,0,1.34,34.8,42.83,77.63,4.02,0,0,91.02
3Month,1.6,7.36,2.88,82.55,1.28,0,1.92,1.6,11.84,44.15,0,0,43.83,33.91,4.48,31.99,4.48,21.12,44.79,26.24,2.88,0.96,8.64,6.4,6.08,1.92,3.84,3.52,0.96,1.92,1.28,27.52,2.56,0,0,0,8.96,20.16,52.47
22Month,0,20.77,3.83,44.28,1.09,0,3.83,1.64,6.56,112.61,9.84,0,114.8,17.49,13.12,32.8,3.83,8.2,42.64,28.97,1.09,3.83,5.47,0,4.37,1.64,7.11,10.39,1.64,0,0,4.92,3.83,4.92,0,0.55,4.92,0.55,27.33
