stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell
24hpf,0,0,0,49.04,0,0,0,0,0,0,0,8.17,326.91,0,4.09,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,79.16,18.19,0,254.61,16.05,101.63,3.21,1.07,1.07,4.28,0,21.4,21477.13,12.84,164.75,4.28,3.21,5.35,1027,450.38,4.28,5.35,0,159.4,1.07,1.07,65.26,4.28,1.07,9.63
21Day,2.68,0,0,25.43,0,6.69,0,0,0,0,0,2.68,190.07,4.02,2.68,0,0,0,0,1.34,0,0,0,6.69,1.34,0,0,1.34,1.34,0
3Month,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.32,0,0,0,0
22Month,0,0,0,9.29,0,0,0,0.55,3.28,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.55,0,0,0,0
