stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,20.43,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,5.35,0,0,265.03,4.02,0,0,0,2.68,0,0,0,0,0,17.4,0,2.68,0,0,2.68,0,9.37,0,0,0,1.34,8.03,0,0,0,1.34,1.34,0,0,1.34
3Month,0.64,2.56,2.56,1353.39,0,1.92,0.64,3.2,8.32,37.11,10.24,0,20.16,8,195.81,6.72,11.52,1.92,0,1.92,6.08,1.6,0.32,1.6,0.96,0,9.92,20.8,0.64,0,0,0,3.52,11.52,7.36
22Month,0,1.64,1.09,63.96,0,0.55,0,1.09,1.09,14.76,0,1.64,2.73,0,71.07,1.64,3.28,0.55,0.55,0.55,0,0,0,0,0,0.55,0.55,1.64,0,0.55,0,0,0.55,0,0
