stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,237.01,0,0,0,0,0,0,4.09,0,0,0,0,77.64,208.41,8.17,24.52,0,4.09,0,0,8.17,110.33,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,1.07,0,75.96,0,2.14,0,0,0,0,0,0,0,0,0,33.16,376.57,0,23.54,0,0,1.07,0,38.51,25.67,0,18.19,0,0,0,0,0,8.56,0,0,0
21Day,10.71,1.34,1.34,439.04,1.34,13.39,2.68,0,0,0,0,4.02,0,9.37,1.34,45.51,271.72,2.68,164.64,0,0,2.68,0,33.46,6.69,0,13.39,10.71,0,4.02,2.68,1.34,5.35,0,0,1.34
3Month,0,1.28,0.64,71.03,0,0,0.32,0.32,2.56,0,0,8.32,0.96,0,4.16,3.52,32.95,1.28,49.27,2.88,0,1.6,1.28,0.64,0.96,0.64,0.32,0.64,3.2,0,0,0,0.32,0.32,1.6,1.6
22Month,0,1.09,0,16.4,0,0,0,0.55,3.28,1.64,0,34.44,1.09,0,2.19,3.83,10.93,2.73,86.92,2.73,1.64,2.19,0,0.55,0,0,0.55,0.55,0.55,0,0,0,0,0.55,0,1.09
