stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,4.09,49.04,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,7.49,0,0,0,0,0,0,0,0,0,0,3.21,20.33,1.07,16.05,0,1.07,0,0,2.14,7.49,0,0,9.63,0,0,1.07,1.07,0,0,0
21Day,1.34,0,0,24.09,0,4.02,0,0,0,0,0,0,1.34,2.68,2.68,4.02,2.68,10.71,0,0,0,0,2.68,5.35,0,0,2.68,2.68,1.34,1.34,0,0,0,1.34
3Month,0,1.6,0.32,26.24,0.32,0,0.32,3.84,1.28,0,8.96,0.32,0,11.84,1.6,12.48,4.8,5.76,2.24,0,0.32,0.32,0,0.32,0.32,0.32,0,0.32,8,0.32,0,2.24,2.24,1.92
22Month,0.55,0.55,0,5.47,0,0,0,5.47,2.73,0.55,22.96,1.09,0.55,21.87,1.09,0.55,8.2,3.83,0,0,0,0,0,0,0,0,0,0.55,2.73,1.09,0,0,0,1.09
