stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,T_cell
72hpf,1.07,1.07,0,1.07,0,0,0,1.07,1.07,2.14,3.21,0,1.07,197.91,3.21,1.07,0,0,2.14,58.84,112.33,0,0
21Day,0,0,1.34,0,0,1.34,1.34,0,2.68,5.35,0,2.68,0,22.76,1.34,2.68,2.68,0,2.68,64.25,244.95,0,0
3Month,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32
22Month,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0
