stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,65.38,0,0,0,0,0,8.17,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,1.07,2.14,2.14,2.14,0,0,0,0,4.28,3.21,0,0,0,1.07,0,0,1.07,0,0,0,0,0
21Day,1.34,0,1.34,2.68,0,1.34,0,0,0,0,0,0,0,0,2.68,1.34,0,2.68,2.68,0,0,1.34,1.34,2.68,4.02,0,0,0,1.34,0,0,0,0,0,0,0,0
3Month,0.32,2.24,1.6,29.76,0,0,1.28,0.64,3.52,20.48,0,53.11,11.2,0.96,23.04,2.88,5.76,57.59,11.84,3.2,0.32,6.08,16.96,1.92,0.64,5.12,0.64,0,1.28,2.56,26.56,1.28,0,0.32,2.88,118.7,10.56
22Month,0.55,3.83,1.64,41.55,1.64,0,0,0.55,2.19,100.04,16.95,200.08,10.39,3.83,26.79,0.55,9.84,145.96,47.56,0.55,12.57,3.28,8.75,0.55,1.09,3.28,1.09,0.55,0.55,0.55,14.21,18.59,1.09,1.64,0.55,0.55,5.47
