stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,1.07,3.21,0,0,0,0,0,0,0,0,3.21,4.28,0,2.14,0,0,0,0,156.19,44.93,0,5.35,5.35,1.07,0,5.35,1.07,3.21,0,0,0
21Day,2.68,1.34,0,8.03,0,4.02,0,0,0,0,1.34,0,0,0,1.34,4.02,5.35,5.35,0,0,1.34,0,137.87,8.03,1.34,5.35,5.35,4.02,0,0,0,6.69,0,0,1.34
3Month,0,0,0.64,8.64,0,0,0,1.92,0.64,0,6.72,0.64,0,2.24,0,2.24,8.96,1.28,0.32,0,0.32,0.32,1.6,0,1.28,0.32,0,0.32,2.24,0,0,0.32,0.32,1.28,1.28
22Month,0,1.09,0,3.83,0,0,0.55,0.55,2.73,1.64,42.64,3.28,1.64,2.73,0,1.09,6.01,3.28,0,0.55,0.55,0,2.19,0,1.64,0.55,0,0.55,3.83,1.64,0,0,0,0,1.09
