stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,16.35,0,0,0,0,20.43,212.49,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,3.21,0,6.42,3.21,6.42,0,0,0,0,0,0,0,0,0,4.28,18.19,1.07,18.19,0,0,1.07,1.07,121.96,41.72,3.21,0,16.05,0,0,2.14,0,0,0,0,0
21Day,8.03,0,0,24.09,0,29.45,0,10.71,0,0,0,2.68,2.68,9.37,0,0,6.69,5.35,25.43,0,0,8.03,0,36.14,13.39,0,2.68,13.39,4.02,1.34,6.69,2.68,2.68,0,0,5.35
3Month,0.32,3.52,1.28,31.04,0.64,0,0.64,0.32,4.8,6.72,0.32,54.71,4.48,0.64,13.44,1.92,11.52,4.16,8,0.96,0,4.48,4.16,0.96,0.32,3.2,1.6,0.32,1.92,35.83,0.96,0,0.96,5.12,29.12,5.76
22Month,0,6.01,2.73,23.51,0,0,1.64,2.19,6.01,15.31,6.01,141.04,3.83,5.47,25.69,1.64,4.37,14.21,9.84,0,2.19,3.83,0,4.92,0,2.19,4.37,0.55,0.55,26.79,1.09,1.64,0,2.73,0,4.92
