stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,0,0,0,2.14,1.07,0,0,0,7.49,0,0,0,0,0,27.81,0,0,0
21Day,0,0,0,5.35,2.68,0,0,0,0,0,0,0,0,44.17,0,0,0,0,1.34,0,0,1.34,0,2.68,1.34,0,0,0,2.68,1.34,0,0,4.02,2.68,44.17,0,0,50.86
3Month,0.64,4.48,0.64,16.32,0,3.2,0.32,0,2.56,11.2,0,24.96,19.2,17.28,9.92,1.28,6.08,15.36,15.04,2.24,0,3.52,1.6,0.64,0,1.92,0.96,0,0.32,3.52,8.96,0.64,0,0,1.6,2.24,6.4,536.55
22Month,1.09,4.37,0.55,6.01,0,1.64,0.55,0.55,2.73,6.56,6.56,83.64,4.37,7.11,6.56,1.09,1.09,10.93,12.03,0,2.19,1.64,0,0,0,0.55,0,0.55,1.09,2.19,7.11,1.09,0,0,1.64,1.09,0,191.88
