stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,0,24.52,0,0,0,0,0,0,0,0
72hpf,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,0,6.42,4.28,0,0,0,0,0,0,0,0
21Day,4.02,0,2.68,0,2.68,0,1.34,0,0,4.02,0,1.34,0,0,0,0,1.34,0,0,0,4.02,2.68,0,0,0,0,0,0,0,0
3Month,0.32,1.28,6.4,0.64,0,1.28,0,1.28,0.32,115.5,0.96,0,3.52,0,2.24,1.92,3.52,1.92,0,1.28,0.64,0,0.96,0,0.96,2.24,0.64,0.96,0.64,0.64
22Month,0,0,1.09,0,0,1.64,0,0,1.09,61.77,0.55,0,2.73,0.55,0,1.64,5.47,0,2.73,2.19,0.55,0,1.09,0.55,0,0.55,0.55,0,0,0.55
