stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,102.16,12.26,8.17,4.09,0,0,0,310.57,4.09,49.04,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,3.21,0,0,0,0,0,0,0,0,0,0,16.05,4.28,1.07,8.56,0,0,0,279.22,16.05,7.49,0,0,0,2.14,0,0,3.21,0,0,0,0
21Day,0,0,12.05,8.03,2.68,0,0,0,0,0,0,1.34,0,2.68,56.22,0,1.34,1.34,5.35,0,1.34,0,22.76,5.35,5.35,0,0,0,0,2.68,1.34,0,0,0,0,1.34
3Month,1.6,5.44,34.55,157.74,0,7.36,0.32,0.32,62.07,11.52,0.32,971.05,13.76,0.96,1107.02,4.16,10.88,10.56,16.96,3.84,0.96,4.8,251.48,1.28,0.32,1.92,2.88,0,0.64,20.8,20.8,0.96,0,2.88,6.4,9.28
22Month,0.55,2.19,16.95,178.21,0,3.28,0,0,71.07,6.01,2.19,130.65,0.55,1.09,853.87,1.09,0.55,9.84,7.11,0,3.28,1.64,13.12,0.55,0,1.64,0.55,0.55,0.55,1.64,3.83,0.55,0.55,1.09,0,2.73
