stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,24.52,0,0,0,0,0,0,4.09,0,0,0,0,8.17,24.52,12.26,24.52,0,0,0,0,8.17,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,5.35,0,18.19,1.07,1.07,0,0,0,0,0,0,0,0,0,0,69.54,11.77,6.42,0,2.14,0,0,19.26,12.84,0,0,4.28,0,0,1.07,0,1.07,5.35,0,0,0
21Day,2.68,2.68,0,65.59,1.34,1.34,1.34,1.34,0,0,0,1.34,0,2.68,2.68,2.68,32.12,18.74,14.72,0,0,0,0,18.74,6.69,2.68,0,10.71,5.35,0,2.68,0,2.68,1.34,0,0,1.34
3Month,0,3.2,0,28.16,0.32,0,0,4.48,0.96,0,0,17.6,5.12,0.32,10.56,1.6,10.56,22.08,4.16,0.64,0,0.32,0.96,1.6,0,1.92,0.32,0,0.32,8.32,0,0,0,0,2.56,8,2.88
22Month,0,6.01,1.64,10.39,0,0,0.55,2.73,2.19,5.47,0,66.15,2.19,0,17.49,2.19,5.47,30.61,5.47,0,1.64,0,0,0.55,0,0,1.09,0.55,0,1.09,2.73,0.55,0,0,2.73,0,0.55
