stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,4.09,0,8.17,4.09,8.17,0,0,0,0,0,0,0,0,0,12.26,36.78,32.69,0,0,0,20.43,351.43,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,24.61,1.07,0,6.42,64.19,9.63,0,0,0,0,0,0,1.07,0,1.07,36.37,2.14,19.26,0,3.21,0,571.27,295.26,1.07,0,17.12,0,0,16.05,175.45,150.84,9.63,0,0,0
21Day,52.2,2.68,1.34,13.39,70.94,13.39,2.68,0,0,0,0,0,1.34,1.34,0,9.37,2.68,16.06,0,0,0,115.11,117.79,1.34,1.34,6.69,9.37,4.02,12.05,129.84,291.8,8.03,0,0,5.35
3Month,0,0.32,0,5.12,9.92,0,0,1.28,1.28,0,3.84,2.24,0,1.6,0.64,11.2,1.6,1.28,0.64,0,0.32,1.6,0.64,0,0,0.32,0.96,32.95,0,0.96,0.64,0.96,0.32,10.88,0.64
22Month,0.55,0.55,0.55,1.64,3.28,0,0.55,2.19,4.37,1.09,28.97,1.64,0.55,4.92,0.55,3.28,2.19,0,0,1.09,0,1.09,0,0,0,0,0,11.48,0,88.56,0.55,0,0,0,0
