stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,4.28,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,0,0,0,1.34,1.34,0,1.34,0,1.34,0,0,14.72,0,0,0,0,1.34,0,4.02,0,0,0,0,2.68,1.34,0,0,0,1.34,0,0,0,1.34,0,1.34,10.71,0,0,0
3Month,4.8,14.4,30.08,136.62,1.28,29.76,0.96,0.96,22.08,37.11,2.24,10907.71,39.35,4.48,145.26,26.56,48.31,29.44,55.35,5.12,12.8,27.52,18.56,7.04,1.6,6.08,11.84,0,2.24,152.94,1.28,22.08,3.84,0.32,0,0.32,23.68,11.52,37.11
22Month,9.29,44.83,30.61,108.78,0,100.58,1.09,1.09,15.31,102.77,14.21,34111.8,42.09,16.4,114.25,10.39,17.49,81.45,119.72,3.28,635.21,28.97,1.09,7.65,2.19,12.03,41.55,20.77,3.28,43.19,0,14.21,10.39,7.11,1.09,1.64,6.01,0,47.01
