stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,20.43,0,0,0,0,24.52,102.16,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,6.42,1.07,5.35,0,0,0,2.14,0,0,0,0,0,1.07,10.7,1.07,8.56,0,0,0,1.07,23.54,16.05,1.07,0,6.42,0,0,1.07,1.07,0,0,0,0
21Day,0,0,0,28.11,0,12.05,0,2.68,0,1.34,0,0,1.34,6.69,0,4.02,9.37,8.03,9.37,0,0,4.02,0,16.06,6.69,0,0,4.02,1.34,0,2.68,0,6.69,0,0,2.68
3Month,0.64,3.2,0.64,44.47,0,0,1.6,0.96,6.72,29.76,0.32,73.91,14.72,2.24,19.52,3.2,9.6,12.16,22.08,4.48,0,3.52,2.88,1.92,0.64,3.2,2.24,0.32,1.6,9.6,0,0,0,6.4,6.72,13.44
22Month,0,7.65,2.19,14.76,0.55,0,0.55,1.09,6.01,45.92,7.65,122.45,8.2,2.19,32.25,2.73,3.28,22.41,25.15,0.55,1.64,1.64,0.55,0.55,0.55,1.64,1.64,0.55,2.19,2.19,1.64,0.55,0,1.09,0,6.01
