stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,24.52,0,49.04,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,36.78,49.04,0,0,0,0,8.17,155.28,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,12.84,0,23.54,0,3.21,0,0,0,3.21,0,0,0,1.07,0,9.63,41.72,4.28,27.81,0,0,2.14,0,34.23,22.47,0,1.07,24.61,0,0,0,5.35,0,1.07,1.07,0,0,0
21Day,9.37,6.69,0,37.48,8.03,6.69,0,2.68,0,2.68,1.34,1.34,2.68,10.71,1.34,2.68,24.09,8.03,29.45,0,0,5.35,0,10.71,10.71,0,2.68,6.69,4.02,0,0,1.34,0,1.34,0,0,0,2.68
3Month,0,14.4,2.56,71.35,0.96,0,0.64,0.96,12.16,60.47,0,9.92,54.39,3.84,15.04,2.24,21.44,29.12,11.52,1.92,0.32,9.6,1.92,1.28,0.32,3.2,0.32,0.32,2.88,0.64,8,0.96,0,0,0,8,2.56,32.63
22Month,0,25.15,1.09,39.36,0.55,0,2.73,1.64,5.47,82.54,19.68,32.8,16.95,6.01,14.21,2.73,9.29,39.91,9.84,1.64,2.19,1.64,0,1.09,0,2.73,1.64,0.55,0,0,1.64,2.19,0.55,0,0,1.09,0,13.12
