stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,4.09,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,77.64,53.12,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,17.12,3.21,0,13.91,1.07,10.7,0,0,0,0,0,0,0,0,0,2.14,31.02,2.14,14.98,0,0,1831.48,93.07,2.14,19.26,23.54,0,1.07,12.84,4.28,6.42,1.07,0,0,0
21Day,10.71,0,0,16.06,0,17.4,0,1.34,1.34,0,0,2.68,1.34,2.68,1.34,2.68,10.71,1.34,20.08,0,2.68,542.11,26.77,1.34,12.05,9.37,6.69,1.34,2.68,0,2.68,1.34,0,0,0
3Month,0,0.64,0,1.28,0,0,0.32,0,0.32,0.96,0,3.52,1.92,0,0.64,0,0.64,0.96,1.28,0,0,11.84,0,12.16,1.28,0,0.64,33.59,0,0,0,0,0.32,2.56,0.32
22Month,0,0,0.55,1.09,0,0,0,0,0,2.19,0.55,8.2,0,4.37,0,0,0.55,0.55,1.09,1.09,0.55,7.11,0.55,9.84,1.09,0,0,40.45,1.09,0,0,0,0,0,0.55
