stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,2.14,0,0,0,0,0,0,0
21Day,5.35,2.68,2.68,605.02,10.71,29.45,9.37,0,0,6.69,0,9.37,5.35,10.71,228.89,6.69,40.16,0,6.69,4727.7,0,73.62,13.39,0,0,12.05,37.48,0,2.68,0,6.69,21.42,0,0,4.02
3Month,0,0.64,1.28,10.56,0,0,0,2.56,3.84,17.6,5.12,0,7.68,1.6,2.88,4.48,5.76,0.96,0.32,817.15,1.28,0.64,0,3.2,0,0.32,3.84,0.96,0.96,1.92,0,0,2.56,1.92,4.48
22Month,0,0.55,0.55,2.19,0,0,0,0,0,10.93,0.55,0,1.09,0,0.55,1.09,0.55,0.55,0,163.45,0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0.55
