stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,1.07,0,3.21,0,0,0,0,0,0,0,0,1.07,0,0,9.63,0,2.14,0,0,0,0,17.12,4.28,0,0,1.07,0,0,0,0,0,0,0,0
21Day,2.68,0,0,14.72,0,0,0,0,0,0,0,0,4.02,0,1.34,4.02,0,2.68,0,0,0,0,1.34,1.34,0,0,1.34,2.68,0,0,1.34,0,0,0,0
3Month,0.32,0.96,1.28,57.91,0.96,0.64,0,13.12,6.4,0,25.28,12.8,1.6,55.35,2.24,7.04,9.92,5.12,1.6,0,2.88,1.92,0,0,3.84,0.32,0,1.92,5.44,0,0,0,2.88,1.6,19.84
22Month,0,1.64,5.47,26.24,1.09,0,0.55,11.48,28.97,2.19,82,11.48,2.19,88.56,1.64,4.92,12.57,7.11,0,1.64,3.28,0,1.09,0,2.73,0.55,0.55,0.55,1.09,0.55,0,0,1.09,0,12.57
