stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,77.64,4.09,0,0,0,0,0,0,4.09,0,0,0,4.09,4.09,0,318.74,0,0,4.09,4.09,155.28,0,0,0,0,0,0,0,36.78,0,0,0
72hpf,8.56,0,0,5.35,9.63,0,0,0,0,0,0,0,0,0,0,0,53.49,0,66.33,0,0,0,21.4,94.14,0,0,94.14,0,0,1.07,1.07,52.42,0,0,0
21Day,0,0,0,5.35,6.69,0,0,0,0,0,0,0,0,0,0,0,1.34,0,53.54,0,1.34,0,10.71,18.74,0,0,2.68,0,0,0,0,0,0,0,2.68
3Month,0,0.64,0,5.12,0,0,0,0,0.96,1.6,0,0,4.16,0.96,1.6,1.28,5.12,0.96,54.07,1.92,0.32,0.96,16.64,0,0,0,0,0.64,13.44,0,0,7.04,0.32,3.52,0.32
22Month,0.55,1.09,0.55,3.83,0,0.55,1.64,0.55,0.55,3.28,0.55,0,12.57,1.09,0,0,2.19,1.09,131.74,1.09,1.09,0,8.75,0,1.09,1.09,0,0,1.09,1.09,0,1.64,0,0,1.64
