stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,0,0,0,0,12.26,89.9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,5.35,3.21,2.14,0,0,0,1.07,0,0,2.14,0,1.07,9.63,0,12.84,0,0,2.14,0,109.12,19.26,0,0,12.84,0,0,6.42,2.14,1.07,2.14,0,0,0
21Day,2.68,0,0,22.76,0,0,1.34,0,0,1.34,0,0,0,0,13.39,4.02,2.68,16.06,0,0,1.34,0,46.85,16.06,0,1.34,6.69,4.02,0,1.34,0,0,1.34,0,0,1.34
3Month,0.96,0.32,1.28,18.24,0,0,0.32,3.2,1.92,0,24,2.24,1.6,6.72,2.56,4.48,3.52,7.04,0.64,0,0.64,1.6,0.96,0.32,1.6,1.92,0.64,1.6,17.28,0.32,0,0,0,2.88,13.44,3.84
22Month,0,1.64,0,7.11,0,0,0.55,1.64,3.28,1.64,72.71,0.55,1.09,6.56,0.55,1.64,2.73,4.92,0,0.55,0.55,0,0.55,0,1.09,2.19,0,0,7.65,0,0,0,0,1.09,0,2.19
