stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,24.52,0,0,0,8.17,77.64,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,7.49,0,0,0,0,2.14,0,0,0,2.14,0,0,4.28,0,25.67,0,0,1.07,8.56,3.21,0,0,17.12,1.07,0,1.07,0,0,1.07,0,0,0
21Day,8.03,1.34,0,12.05,0,1.34,1.34,0,6.69,0,1.34,0,17.4,0,0,2.68,2.68,95.04,1.34,9.37,0,9.37,2.68,1.34,0,25.43,5.35,0,0,0,4.02,2.68,0,0,26.77
3Month,0.32,4.16,0.32,8.96,0.32,0,0,0,7.04,0.32,27.84,0.96,0.96,0.64,0.32,4.16,1.28,79.03,18.56,1.92,0.64,0.96,0.32,0.64,0.32,0.64,0.96,3.84,0,0,0,0,1.92,2.88,13.76
22Month,0,8.2,0,7.65,0,0,0,0.55,7.11,2.73,48.65,0,0.55,2.19,0,1.09,2.19,81.45,2.19,1.64,0,0,1.09,2.19,1.09,0.55,0,0.55,0,1.09,0,0,0,0,25.69
