stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,28.6,4.09,0,126.68,0,0,0,8.17,371.86,4.09,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,200.05,3.21,0,35.3,26.74,18.19,0,4.28,0,0,0,0,0,0,2.14,0,27.81,49.21,3.21,334.84,0,2.14,0,1877.48,124.1,5.35,3.21,225.73,0,0,18.19,7.49,4.28,3.21,0,0,0
21Day,224.87,1.34,4.02,93.7,84.33,57.56,0,10.71,0,0,0,0,4.02,1.34,17.4,9.37,50.86,42.83,10.71,746.9,0,73.62,2.68,1317.12,96.37,5.35,5.35,436.36,57.56,0,17.4,9.37,14.72,6.69,0,0,38.82
3Month,0.32,0.64,0.32,4.48,1.6,0,0.64,0,0,0.96,2.24,0,4.8,0.96,0,1.28,4.8,2.24,2.24,16,1.6,3.84,0.32,3.2,0,0.32,0.64,0.96,0.32,8.32,0.32,0,0,0.32,1.6,1.6,2.88
22Month,0,0.55,0,3.83,1.09,0,0.55,0,0.55,1.09,4.37,1.64,24.05,0.55,0,1.64,1.64,2.19,2.19,26.79,0.55,1.64,0,6.56,0,1.64,0,0,1.09,1.09,0,0,0,0,0,0,1.09
