stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,42.79,0,0,0,0,0,0,0,0,0
21Day,0,0,1.34,5.35,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,1.34,0,0,0,0,0,4.02,0,1.34
3Month,0,0.32,0.32,18.88,0,0,0.96,0.64,0,0,8.96,0.96,1.6,2.24,1.92,0.96,0.96,0.64,0,0.32,5.76,0.32,0.32,0.32,0,0,0.64,30.4,73.27,0
22Month,0,1.09,0,2.19,0,0,0,1.09,1.09,0,14.76,0.55,1.09,0,0,0.55,0.55,0,1.09,0.55,0.55,0.55,0,0.55,36.63,0.55,0,36.63,0,0
