stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,8.17,28.6,322.83,0,0,0,0,0,0,0
72hpf,19.26,2.14,0,1.07,1.07,0,0,0,0,0,4.28,0,10.7,0,0,408.66,22.47,517.78,10.7,0,0,1.07,0,0,0
21Day,0,0,0,6.69,0,0,1.34,1.34,0,0,0,0,13.39,0,0,96.37,4.02,100.39,0,10.71,0,0,5.35,0,2.68
3Month,0,0,0,1.28,0,0,0,0,1.92,0.64,0,0,1.6,0,0.32,7.04,0,21.12,0,0,0,0,0,2.56,1.28
22Month,0,0,1.09,2.73,0,0.55,0.55,1.09,8.2,1.09,0,1.09,0.55,0.55,0,0.55,0,2.19,0,0,1.09,0.55,0,0,0.55
