stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,6.42,0,40.65,57.77,98.42,5.35,1.07,0,0,2.14,0,97.35,102.7,4.28,1278.4,4.28,1.07,476.06,246.05,1.07,2.14,89.86,1.07,1.07,51.35,16.05,0,1.07,0
21Day,78.97,13.39,1.34,228.89,4.02,137.87,37.48,14.72,44.17,1.34,56.22,26.77,16.06,108.42,28.11,871.39,0,37.48,242.27,129.84,4.02,1.34,72.28,65.59,2.68,26.77,13.39,33.46,5.35,38.82
