stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,110.33,8.17,4.09,0,0,0,0,0,0,8.17,0,0,0,0,4.09,20.43,20.43,81.73,0,0,0,0,28.6,343.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,13.91,4.28,2.14,0,1.07,0,0,0,0,0,0,0,0,0,8.56,23.54,3.21,4.28,0,2.14,0,0,14.98,17.12,0,0,0,3.21,0,0,9.63,2.14,1.07,0,0,0,0
21Day,1.34,0,0,8.03,1.34,0,0,0,0,0,0,0,0,0,0,2.68,2.68,0,2.68,1.34,2.68,0,0,0,0,6.69,2.68,0,0,0,0,2.68,0,81.65,1.34,0,0,0,0,1.34
3Month,1.28,5.12,4.16,49.27,0.32,0,0.64,0.64,0.64,8.64,14.72,0.96,0,66.87,19.84,2.24,32.31,3.84,16.32,15.36,15.04,3.84,0.32,7.04,9.92,2.24,2.56,4.48,0.96,0,1.92,18.56,0.32,2910.58,3.52,0.32,0.32,14.08,964.97,13.44
22Month,0,1.64,2.73,13.67,1.09,0,1.09,0,0,4.92,6.56,0.55,0,166.18,2.73,0.55,8.2,0,0.55,3.83,6.56,0,8.2,0,1.09,2.19,0.55,2.73,1.09,4.37,0,1.09,0,843.49,1.64,0,0.55,0.55,1.09,2.73
