stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,4.09,114.42,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,0,1.07,2.14,0,0,0,0,0,1.07,0,0,0,0,3.21,4.28,2.14,9.63,0,0,0,0,57.77,19.26,1.07,0,5.35,0,0,3.21,1.07,0,0,0,0
21Day,5.35,0,0,8.03,0,6.69,0,1.34,0,0,0,0,0,0,4.02,0,0,10.71,2.68,14.72,0,0,2.68,0,46.85,9.37,0,1.34,10.71,1.34,0,5.35,4.02,2.68,0,0,2.68
3Month,0.64,0.64,0.64,18.88,0.32,0,0,0,2.24,2.24,0,0,12.8,8.64,0.64,6.72,0.96,5.44,3.84,8.96,2.24,0,3.2,0.64,1.6,0.64,1.92,0.32,0.32,0,4.48,0.32,0.32,0,2.88,3.84,6.72
22Month,0.55,7.11,2.73,12.57,0,0,0.55,0.55,4.37,7.65,4.37,0,67.24,0,2.73,7.11,0,2.73,10.93,10.39,0.55,1.09,1.09,1.09,1.09,0,2.73,4.92,1.09,0,3.28,1.64,1.09,0,0.55,0,2.73
