stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,85.81,49.04,0,126.68,4.09,4.09,0,4.09,0,0,0,0,0,0,0,93.99,12.26,16.35,858.14,0,0,0,12.26,143.02,1561.01,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,60.98,19.26,0,39.58,2.14,22.47,0,0,0,0,0,0,0,0,0,24.61,35.3,4.28,278.15,0,2.14,21.4,14.98,1862.51,314.52,1.07,18.19,89.86,1.07,0,58.84,4.28,1.07,0,0,0,0
21Day,61.57,2.68,1.34,48.19,1.34,6.69,0,1.34,0,0,0,2.68,0,2.68,1.34,4.02,13.39,1.34,200.78,0,1.34,26.77,2.68,119.13,44.17,0,12.05,30.79,10.71,0,9.37,0,6.69,1.34,0,0,2.68
3Month,1.92,60.47,8,207.01,0,0,0.96,0.32,5.12,3.52,0.32,14.72,11.84,0.32,105.9,207.65,16.32,6.72,30.08,1.28,0,5.12,271,2.24,2.24,2.24,4.8,0.96,5.44,4.8,0.96,0,0,0.32,8.32,3.2,2.56
22Month,1.09,152.52,19.68,109.33,0,0,2.19,0.55,3.83,5.47,6.56,25.15,1.09,2.73,54.67,44.28,5.47,2.19,16.4,1.09,0.55,4.92,20.23,1.64,0,0.55,3.28,1.64,0,0.55,1.09,0,0,0,0,0,3.83
