stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,44.95,0,0,0,0,0,93.99,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,2.14,5.35,0,0,0,0,2.14,9.63,0,0,0,14.98,0,0,0,3.21,0,0,0,0,0
21Day,2.68,0,0,4.02,2.68,2.68,0,1.34,0,0,0,0,0,1.34,1.34,1.34,0,1.34,1.34,8.03,0,0,0,0,0,1.34,0,0,0,5.35,1.34,0,0,0,0,0,0,0,1.34
3Month,6.08,57.91,31.67,830.27,4.16,0,14.72,16.64,1.92,403.46,205.09,2.24,1875.86,398.34,39.03,772.68,47.99,204.45,399.94,405.38,102.38,0.64,116.14,52.15,32.63,5.44,42.23,14.4,0,51.19,42.87,1.6,572.39,7.04,0.96,6.4,68.79,106.22,107.82
22Month,4.37,97.3,71.07,359.15,3.83,0,33.35,28.43,5.47,238.34,750.01,89.1,8300.4,461.92,129.56,1071.44,20.23,58.49,712.29,554.31,16.95,80.9,88.01,5.47,26.24,4.92,62.87,21.87,18.04,49.75,13.12,0,114.25,18.04,14.76,3.28,11.48,1.09,55.21
