stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,44.95,0,0,0,16.35,122.59,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,0,0,1.07,0,0,0,0,0,0,0,1.07,4.28,0,7.49,0,0,1.07,6.42,13.91,0,0,10.7,0,0,4.28,1.07,2.14,10.7,0,0,0
21Day,25.43,0,0,1.34,4.02,1.34,1.34,0,0,0,0,0,0,2.68,0,17.4,0,4.02,0,4.02,4.02,0,0,13.39,2.68,1.34,1.34,4.02,17.4,9.37,0,0,0
3Month,0,0.64,0.32,3.52,0,0,0,1.6,0.96,6.72,2.88,3.84,0,1.6,2.24,8,1.6,0.64,1.28,0.96,0,0.64,1.28,0.64,1.92,94.07,0.32,0,0,0.32,0.96,141.42,1.6
22Month,0,0,0,0.55,0,0,0,0,0,6.56,0,1.09,0,0,0,0.55,1.09,0,0,0,0,0,0,0,0,12.03,0,0,0,0,0,1.09,0
