stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,57.77,12.84,0,1182.12,5.35,92,0,3.21,0,1.07,0,0,0,6.42,0,23.54,14365.16,6.42,118.75,0,5.35,8.56,0,543.45,317.73,4.28,3.21,130.51,2.14,0,37.44,3.21,1.07,13.91,0,0
21Day,34.8,5.35,2.68,1256.88,0,62.91,0,9.37,1.34,10.71,0,21.42,5.35,14.72,17.4,6.69,3324.92,29.45,124.48,0,0,10.71,1.34,115.11,58.9,1.34,5.35,42.83,101.73,0,13.39,5.35,16.06,6.69,0,13.39
3Month,0,0,0,2.56,0,0,0,0,0,0.32,0.96,1.92,0.64,0,0,0.64,37.75,0.96,0.32,0,0,0,0,0,0,0,0,0,0.64,0.64,0,0,0,0,0.32,0
22Month,0.55,0.55,0,103.32,0,0,6.01,0,0,7.65,0,10.39,1.64,0,0.55,1.64,629.2,9.29,9.84,0.55,1.09,1.09,0,1.09,0,0,1.09,8.75,0,0,0.55,0,0,0,0,1.09
