stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,8.17,0,0,0,4.09,0,118.51,24.52,0,0,0,4.09,36.78,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,3.21,0,2.14,4.28,8.56,0,0,2.14,0,0,0,2.14,6.42,0,182.93,0,0,0,36.37,14.98,1.07,0,3.21,0,0,0,2.14,0,1.07,0,0,0
21Day,0,0,0,12.05,0,2.68,0,0,0,1.34,0,0,0,0,0,49.53,0,2.68,0,13.39,2.68,0,0,0,1.34,5.35,1.34,0,1.34,0,0,0,1.34
3Month,0.64,0.96,1.6,23.04,0,0,0.32,1.28,4.48,17.92,5.12,6.08,2.56,2.88,2.24,3.2,0.64,1.92,9.6,0.64,0.64,1.6,0.32,0.32,4.16,372.42,0.32,0,0,0,3.2,461.05,3.52
22Month,0,0,1.09,0.55,0,0,0,0,0,7.65,0,1.09,0,0,0.55,0,0,0,0.55,0.55,0,0,0,0,0,61.77,0,0,0,0,0.55,1.64,0
