stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,12.26,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,28.6,0,0,0,0,4.09,0,187.97,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,18.19,14.98,0,21.4,1.07,6.42,0,4.28,0,0,5.35,0,0,0,9.63,0,7.49,33.16,7.49,35.3,0,0,1.07,1.07,16.05,53.49,1.07,0,0,31.02,0,0,1.07,8.56,0,9.63,0,0,0
21Day,9.37,4.02,0,34.8,1.34,6.69,0,24.09,0,0,16.06,0,1.34,8.03,82.99,4.02,2.68,12.05,17.4,29.45,0,0,6.69,0,9.37,20.08,0,0,0,12.05,12.05,0,0,4.02,0,2.68,0,0,29.45
3Month,3.52,37.75,4.16,171.81,1.6,0,3.2,16.96,1.92,16.64,309.39,0.32,240.92,199.97,41.27,79.67,13.12,64.63,92.47,58.23,9.28,0.32,30.72,10.56,1.28,1.6,3.52,2.56,0,2.24,13.76,0.96,118.06,3.52,0.32,2.56,20.8,16.32,317.71
22Month,0,62.32,3.28,87.46,0,0,7.11,19.13,0,10.39,1057.23,32.8,566.88,125.73,95.66,101.13,3.28,23.51,229.59,45.37,3.28,11.48,14.76,0.55,1.64,1.09,3.28,3.28,4.37,3.83,4.92,0,32.8,7.65,4.37,0.55,4.37,0,191.33
