stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,0,0,0,12.26,155.28,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,4.28,10.7,5.35,0,0,0,0,0,0,0,0,0,7.49,1.07,5.35,0,0,0,496.38,63.12,0,3.21,19.26,0,0,18.19,0,1.07,0,0,0
21Day,0,0,0,2.68,0,1.34,1.34,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,115.11,5.35,0,5.35,1.34,0,0,0,1.34,0,0,0,1.34
3Month,0,0.32,0.32,5.12,0.64,0,0.64,0.96,0.96,0,2.56,2.24,0.64,0.96,1.28,0.32,3.52,4.48,0,0.32,0.32,3.2,0.32,0.32,0,0.32,0.96,11.2,0.32,0,0,0.96,2.56,3.84
22Month,0,0,0,2.73,0,0,0,0.55,4.37,2.73,0.55,0,1.09,9.29,0,0,3.83,0,0.55,0,0,0,0,1.64,0.55,0,0,13.12,0.55,0,0,0,0,1.64
