stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,32.69,0,0,12.26,0,0,0,4.09,4.09,249.27,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,3.21,28.88,2.14,0,0,0,0,0,0,0,0,0,9.63,0,1.07,0,0,0,0,36.37,20.33,3.21,0,0,3.21,0,0,44.93,1.07,0,0,0
21Day,0,0,0,1.34,16.06,0,0,0,0,0,0,0,0,1.34,1.34,4.02,0,5.35,0,0,0,0,9.37,0,0,0,0,1.34,2.68,0,6.69,2.68,0,0,0
3Month,0,0,0.64,87.67,2.88,0,0.96,3.2,4.48,0,81.59,3.84,0.96,6.72,20.8,2.24,3.2,5.44,0.96,0,2.24,7.04,22.4,0.32,5.12,1.28,0,0.64,3.52,30.4,1.92,4.16,1.92,910.58,3.52
22Month,0.55,1.64,1.64,46.47,1.64,0,0.55,0,2.19,1.64,68.33,2.73,1.64,10.39,4.37,2.73,1.09,6.01,0,1.64,0,2.19,6.01,0.55,1.64,0.55,1.64,0,0,13.12,2.73,1.64,0,4.92,0
