stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,4.09,0,0,40.86,0,4.09,0,0,0,0,0,4.09,1859.31,0,0,0,0,0,12.26,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,8.56,0,4.28,0,0,0,0,133.72,0,0,0,0,0,0,1.07,41.72,9.63,0,0,0,0,0,5.35,3.21,0,1.07,0,1.07,1.07,0,0,0,0,0,0,0,0
21Day,2.68,0,0,37.48,1.34,10.71,0,0,0,0,186.06,0,0,0,5.35,0,0,0,8.03,22.76,0,0,0,0,0,5.35,2.68,0,0,0,1.34,5.35,0,0,0,0,0,0,0,2.68
3Month,2.88,6.4,1.6,59.51,1.28,0,11.84,0.32,0.64,7.36,2632.86,0,0,44.15,87.67,0.96,18.24,6.4,21.12,32.63,9.92,1.28,0,5.76,8,0.96,0.32,2.56,1.28,0,0,26.56,0.64,13.76,0.96,0,0,7.04,11.84,10.56
22Month,0,5.47,0,15.85,0.55,0,24.05,0,0,2.73,3455.4,1.09,0,62.32,17.49,8.2,9.29,1.64,2.19,149.78,5.47,1.64,3.83,0,0.55,2.73,0,2.19,4.37,4.37,0.55,3.83,0,0.55,3.83,3.83,0.55,1.09,0,4.92
