stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,1.07,1.07,0,0,0,1.07,0,1.07,0,0,0,0,2.14,6.42,0,3.21,0,0,1.07,0,5.35,4.28,2.14,0,2.14,0,2.14,1.07,0,0,0,0,0
21Day,1.34,8.03,2.68,48.19,0,10.71,0,6.69,0,0,0,0,6.69,1.34,12.05,2.68,1.34,21.42,4.02,14.72,0,0,1.34,0,13.39,8.03,0,0,1.34,9.37,8.03,0,1.34,1.34,0,0,4.02
3Month,0,7.36,4.48,102.06,0,0,2.24,2.24,34.23,11.2,0.64,0,144.94,11.84,7.04,111.66,5.12,15.04,20.48,13.76,0.96,0.64,23.68,3.84,9.6,0.32,13.12,0.32,0,3.52,144.94,0.96,0,0,2.56,24,22.4
22Month,0,12.03,10.93,49.2,0,0,2.19,4.37,17.49,21.87,18.04,0,347.67,9.84,12.03,132.84,2.19,9.29,26.79,28.97,0.55,11.48,10.93,0,5.47,0,7.65,0.55,0.55,1.09,72.16,0,0,0,1.09,0,5.47
