stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6611.8,8.17,0,28.6,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,8.17,106.25,0,0,0,0,8.17,192.06,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1451.71,6.42,0,1.07,1.07,2.14,0,1.07,0,0,0,0,0,0,0,0,1.07,4.28,1.07,11.77,0,0,0,0,39.58,17.12,1.07,0,10.7,1.07,0,0,1.07,1.07,2.14,0,0,0
21Day,903.51,1.34,1.34,16.06,1.34,5.35,0,1.34,0,0,0,0,1.34,0,2.68,0,0,10.71,4.02,30.79,0,0,0,0,17.4,6.69,0,1.34,6.69,5.35,0,1.34,0,6.69,1.34,0,0,4.02
3Month,34.55,0.64,1.92,16.64,0.32,0,0,0,1.28,2.24,0.64,0,8.32,0.96,0.32,3.2,0.32,7.04,1.6,20.16,1.6,0,1.28,0.32,0.64,0,0.96,0,0,1.92,13.12,0,0,0,0.32,0.96,0.32,2.56
22Month,13.67,4.37,1.09,6.01,0,0,0.55,1.09,1.64,2.73,1.09,0,40.45,1.64,2.73,4.37,0,1.64,1.09,6.01,0,2.73,0.55,0.55,0,0.55,1.09,0,0.55,0,12.57,1.64,0,0,0.55,0,0,1.09
