stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,0,829.54,0,0,0,28.6,351.43,0,0,474.02,0,0,0,0,0,0,0,0,0
72hpf,54.56,1.07,0,7.49,2.14,12.84,0,0,0,0,1.07,0,0,0,1.07,0,1.07,36.37,3.21,1087.98,0,1.07,11.77,701.78,67.4,2.14,3.21,819.46,0,0,6.42,0,1.07,3.21,0,0,0
21Day,21.42,0,1.34,14.72,1.34,13.39,0,2.68,0,0,1.34,2.68,2.68,0,1.34,6.69,0,18.74,1.34,713.44,0,0,4.02,441.72,24.09,1.34,2.68,313.22,28.11,0,1.34,1.34,8.03,49.53,0,0,4.02
3Month,0.32,0.64,0.32,4.8,0,0,0,0,0,0.32,4.16,0,3.2,3.2,0.32,1.28,0.32,1.6,2.24,124.46,3.52,0,0.32,12.48,0,0.32,0,0.32,0,2.24,0,0,0,5.44,0.32,0.32,1.92
22Month,0.55,1.64,0,3.83,0,0,1.64,0,0.55,0,4.37,18.59,30.07,1.64,1.09,2.19,0,0.55,6.01,254.19,4.92,0,2.19,15.31,0,0.55,0.55,0.55,0,9.29,0,0.55,0,4.92,1.09,0,1.64
